id_cliente,fecha_compra,monto,canal,medio_pago
C274,2025-06-28,120,Tienda Física,Efectivo
C015,2025-06-28,400,Tienda Física,Tarjeta Crédito
C156,2025-06-28,100,App,Efectivo
C261,2025-06-28,500,Tienda Física,Tarjeta Crédito
C090,2025-06-28,160,App,Tarjeta Crédito
C121,2025-06-28,400,Tienda Física,Tarjeta Crédito
C079,2025-06-28,20,Tienda Física,Efectivo
C296,2025-06-28,50,Tienda Física,Efectivo
C183,2025-06-28,480,Tienda Física,Tarjeta Crédito
C178,2025-06-29,300,Tienda Física,Tarjeta Crédito
C051,2025-06-29,120,App,Efectivo
C139,2025-06-29,30,Tienda Física,Efectivo
C046,2025-06-29,120,Tienda Física,Tarjeta Débito
C278,2025-06-29,30,Tienda Física,Efectivo
C294,2025-06-29,140,Online,Efectivo
C218,2025-06-29,10,Tienda Física,Efectivo
C233,2025-06-29,100,Online,Efectivo
C154,2025-06-29,120,Tienda Física,Efectivo
C295,2025-06-29,200,Tienda Física,Tarjeta Crédito
C044,2025-06-30,100,Online,Efectivo
C184,2025-06-30,100,Online,Tarjeta Débito
C044,2025-06-30,100,Tienda Física,Efectivo
C257,2025-06-30,300,Online,Tarjeta Débito
C136,2025-06-30,500,Tienda Física,Tarjeta Crédito
C229,2025-06-30,500,Tienda Física,Tarjeta Crédito
C262,2025-06-30,100,Online,Efectivo
C128,2025-06-30,20,Tienda Física,Efectivo
C042,2025-06-30,180,App,Tarjeta Crédito
C228,2025-06-30,200,Online,Tarjeta Débito
C037,2025-06-30,160,Tienda Física,Tarjeta Débito
